Address,City,ZipCode,Bedrooms,Bathrooms,SquareFeet,ListedPrice,RentEstimate,MonthlyCost,
11211 Les Peterson Ln ,TRUE,79936,3,2,1369,192000,1495,1775.576782,
2309 Enchanted Owl ,TRUE,79911,4,2.5,2038,469950,2295,4182.291992,
4200 N Stanton St ,TRUE,79902,4,3,2694,589950,1875,5129.502441,
12348 Tierra Limpia Dr ,TRUE,79938,4,2.5,2759,332900,2045,3012.937744,
7901 Morley Dr ,TRUE,79925,3,2,1518,245000,1650,2234.788086,
14 Tbd Lee Shannon ,TRUE,79932,4,5,4000,1182767,3300,10228.83984,
9209H W Burges Dr ,TRUE,79925,3,2.5,1844,284950,2135,2625.109131,
4760 Pine Creek Ln ,TRUE,79922,5,5,4421,1100000,3300,9540.762695,
11831 Vere Leasure Dr ,TRUE,79936,3,2,1136,185000,2100,1789.982788,
10113 Cork Dr ,TRUE,79925,3,2,1675,208000,1395,1896.591553,
11777 Snow Hawk Dr ,TRUE,79936,3,2,1075,165000,1400,1539.714355,
6279 Viale Del Sol Ave ,TRUE,79932,3,2,1669,260000,1575,2350.489258,
Roma Ave ,TRUE,79938,3,1.5,4300,300000,3200,2878.026123,
1617 Rey Del Sol Ct ,TRUE,79911,3,2.5,2353,348000,2500,3193.070313,
10840 Onyxstone St ,TRUE,79924,3,2,1055,198000,1380,1811.657349,
11512 Clear Lake Cir ,TRUE,79936,4,2,1577,229900,1580,2100.855469,
240 Sofia Pl ,TRUE,79907,2,1,1450,140000,895,1271.278931,
1516 Bill Mueller Pl ,TRUE,79912,3,2,1526,276000,1800,2510.50415,
7399 Mule Team Dr ,TRUE,79911,5,2.5,2886,565000,2235,4965.282715,
1842 Stirrup Pl ,TRUE,79911,5,3.5,2805,766900,2795,6710.962402,
320 Via Cremonia Way ,TRUE,79932,3,3.5,2426,305000,1995,2774.993408,
7480 Norte Chile ,TRUE,79934,5,3.5,3404,399950,3100,3696.952637,
9517 Gschwind Ave ,TRUE,79924,4,2,2151,220000,2095,2080.352539,
11157 Leo Collins Dr ,TRUE,79936,4,5.5,4143,550000,3000,4932.381348,
417 Willow Glen Dr ,TRUE,79922,4,6,3841,1299900,3300,11202.61523,
6700 Escondido Dr Apt B6 ,TRUE,79912,2,2,1082,115000,1100,1088.043335,
1104 Thunderbird Dr ,TRUE,79912,4,3,3373,699900,3520,6240.962891,
1421 VA Quijano Ln ,TRUE,79912,4,5,4700,2500000,3300,21179.55078,
12317 Kit Carson Dr ,TRUE,79936,4,3,2195,299999,2500,2794.017822,
3707 San Mateo Ln ,TRUE,79902,3,4,3111,549900,1900,4799.549805,
5120 LA Taste Ave ,TRUE,79924,3,3,2144,235000,2285,2227.85376,
11949 Crown Royal Dr ,TRUE,79936,3,3,1688,259900,1650,2358.657959,
9128 Shaver Dr ,TRUE,79925,3,2,2072,304995,1885,2761.751709,
11705 Autumn Wheat Dr ,TRUE,79934,3,2,1145,189000,1395,1738.636475,
7105 Majorca Ct ,TRUE,79912,3,2,1419,242000,1950,2245.8479,
517 DE Vargas Dr ,TRUE,79905,3,2,1625,204950,1600,1895.835571,
8909 Otyokwa Way ,TRUE,79907,3,1,1148,125000,1350,1201.177612,
5725 Tamburo Ct ,TRUE,79905,4,2,1397,115000,1295,1111.443359,
5425 Francisco Roque Dr ,TRUE,79934,4,2,1818,249950,1750,2287.939453,
1800 Paseo Real Cir ,TRUE,79936,4,3,2943,500000,2800,4492.710449,
6404 Cadence Dr ,TRUE,79932,4,5,4633,1400000,3300,12034.78906,
9285 McCabe Dr ,TRUE,79925,3,2,1796,379000,1995,3390.186523,
708 Dover Ct ,TRUE,79922,5,3,2581,579000,3730,5261.070313,
10803 Loma De Amor Ln ,TRUE,79934,4,2,2490,330000,1900,2971.428711,
888 Crystal Deer Dr ,TRUE,79928,4,3,2110,265950,2600,2522.954102,
12352 Lupe Rivera Dr ,TRUE,79936,4,2,2053,275000,1925,2517.190674,
5424 Francisco Roque Dr ,TRUE,79934,3,4,2086,254999,1900,2347.914063,
11541 Merejildo Madrid St ,TRUE,79934,3,2.5,1922,249900,1795,2292.923828,
4325 Jon Cunningham Blvd ,TRUE,79934,5,2,2500,349900,1900,3136.865967,
5965 Goldfield St ,TRUE,79938,4,3,2000,159950,2250,1599.731689,
1721 Tommy Aaron Dr ,TRUE,79936,5,3,3701,649000,3000,5755.410156,
6000 Oleaster Dr ,TRUE,79932,5,7,6007,644800,3300,5756.493652,
12580 Polo Norte ,TRUE,79934,4,2,1750,279950,1695,2530.742188,
14441 Eastbrook Dr ,TRUE,79938,4,3,2946,289999,2800,2746.883789,
4128 Perth Dr ,TRUE,79922,3,2,1866,250000,1635,2274.555176,
4741 R T Cassidy Dr ,TRUE,79924,3,2,1870,230000,1500,2092.08667,
656 Cox Rd ,TRUE,79932,5,10,6782,3000000,3300,25336.26172,
1305 E California Ave ,TRUE,79902,3,2,1600,325000,2199,2965.741699,
13627 Hazlewood St ,TRUE,79928,4,3.5,2031,302900,2600,2830.13501,
817 Live Oak Dr ,TRUE,79932,5,4,3618,599000,3100,5351.73877,
2065 Howard Jones Pl Unit A ,TRUE,79938,4,2.5,2190,275000,2135,2542.390625,
225 Liberty St ,TRUE,79907,5,2,2254,199500,2135,1914.727417,
4244 Loma Taurina Dr ,TRUE,79934,3,2.5,2325,310000,2100,2829.1604,
1512 Wyoming Ave ,TRUE,79902,4,3,1838,50000,1750,625.6710205,
939 Rim Rd ,TRUE,79902,4,6,6268,1650000,3300,14113.14453,
12280 Heathrow Ct ,TRUE,79928,4,2.5,1417,205000,1999,1944.131226,
11468 Park Lane Ave ,TRUE,79927,3,2,1575,242500,1800,2232.004395,
4905 Silver Ranch Ave ,TRUE,79934,3,2.5,1877,257999,1795,2360.25415,
10625 Park View Cir ,TRUE,79935,3,2,1636,259900,1650,2358.657959,
12867 Runway Ave ,TRUE,79928,3,2,1726,274950,1545,2471.175049,
8700 Winchester Rd ,TRUE,79907,3,2,3416,200000,2200,1926.684082,
15574 Mechem St ,TRUE,79928,3,2,1472,210000,1675,1946.818359,
12220 Costa Brava Pl ,TRUE,79938,3,2.5,1467,227950,2150,2153.044189,
1472 Luz De Estela Ct ,TRUE,79912,3,2.5,1828,365000,2135,3290.598633,
501 Rim Rd ,TRUE,79902,3,5,4719,1350000,3300,11619.11816,
2904 Chaswood St ,TRUE,79935,3,2,1514,234950,1500,2133.238281,
11437 Elsa Maldonado ,TRUE,79934,4,3.5,3094,418000,3100,3847.009766,
1109 Madeline Dr ,TRUE,79902,4,3,2276,545000,1875,4755.814453,
12669 Katherine Brennand Rd ,TRUE,79928,4,3,2421,327000,2295,2993.888672,
51065 Fox Ave ,TRUE,79934,4,3,1914,362950,1750,3227.355957,
5821 Hidden Village Ct ,TRUE,79932,5,3.5,3440,899900,3100,7853.24707,
200 Reigate Dr ,TRUE,79928,4,2,1762,255000,1835,2340.122314,
12273 Holy Springs Ct ,TRUE,79928,3,2,1930,249500,1700,2278.198486,
1908 Solano Dr ,TRUE,79935,6,3,2719,209700,2050,1989.324341,
5139 Garry Owen Rd ,TRUE,79903,4,2,2552,219900,2450,2122.121094,
5925 Via Cuesta Dr ,TRUE,79912,4,4,2659,480000,3950,4464.441895,
4913 Round Rock Dr ,TRUE,79924,3,2,1945,233000,1500,2117.0271,
108 Fountain Rd ,TRUE,79912,3,2,1254,180000,1325,1655.415771,
6271 Paloma Dr ,TRUE,79924,3,3,1969,244900,1885,2262.156738,
7277 Plum Ave ,TRUE,79915,3,2,1376,180000,1499,1676.295776,
1362 Golden Ln ,TRUE,79936,5,4,4127,655000,3000,5805.290527,
2305 Enchanted Dove Way ,TRUE,79911,4,3,2235,465950,4319,4391.918457,
10917 Nathan Bay Dr ,TRUE,79934,4,2,1331,209900,1450,1918.986938,
643 Teichelkamp Dr ,FALSE,79928,3,1.5,1106,150000,1795,1462.413086,
3000 Park Creek Pl ,TRUE,79938,4,4,2683,375000,2145,3374.932861,
8024 Tonto Pl ,TRUE,79904,4,4,3561,479900,3520,4412.010742,
1800 N Stanton St Apt 805 ,TRUE,79902,1,1,926,249000,975,2187.041748,
3246 Stone Edge Rd ,TRUE,79904,4,2,1815,289000,2450,2696.578613,
232 Osaple Cir ,TRUE,79932,2,1.5,684,95000,850,891.7749634,
3181 Mansour Farah St ,TRUE,79938,4,2.5,2336,221450,2195,2104.406982,
6208 Lovebird Ln ,TRUE,79924,4,2.5,1489,214950,1295,1942.369751,
4524 Shady Willow Dr ,TRUE,79922,4,4,3576,699000,3100,6183.081055,
13421 Soleen Rd ,TRUE,79938,7,4,4000,469000,3000,4258.994141,
7334 Camino Del Sol Dr ,TRUE,79911,3,2,2126,295000,2035,2696.65918,
3920 Emory Rd ,TRUE,79922,4,3,3275,400000,1900,3553.368164,
812 Marimba Dr ,TRUE,79912,3,2,1637,272000,2000,2501.250488,
10456 Centaur Dr ,TRUE,79924,3,2,1014,147000,1175,1363.072876,
14504 John McNeely Ave ,TRUE,79938,5,3,2885,495000,2800,4451.143066,
10936 Ray Mena Ln ,TRUE,79934,4,2,1793,258950,1995,2392.160156,
441 James St ,TRUE,79915,4,3,2761,575000,2500,5080.216797,
10229 Singapore Ave ,TRUE,79925,3,2,2127,239950,2035,2239.005371,
3660 Tierra Inca Dr ,TRUE,79938,3,2.5,2333,317000,1835,2855.554443,
3908 Tierra Lana Way ,TRUE,79938,3,2,1242,169000,1425,1575.96814,
5402 Raymond Telles Dr ,TRUE,79924,4,2,1631,220000,1590,2019.752563,
5648 Valley Oak Dr ,TRUE,79932,3,2.5,2254,425000,2100,3785.203857,
14324 Coyote Dr ,TRUE,79938,5,2.5,2679,259900,2045,2406.058105,
960 Glasswing Ct ,TRUE,79928,3,2,1370,217000,1450,1978.012329,
10624 Riverwood Dr ,TRUE,79935,4,2,2032,256000,1925,2359.235596,
10222 Lakeview Dr ,TRUE,79924,4,2,1429,175000,1795,1670.248657,
148 Camino Barranca Dr ,TRUE,79912,5,5,6092,1166000,3300,10089.44824,
205 Smith Rd ,TRUE,79907,5,3,3288,474950,3520,4370.859375,
6420 Cloudview Dr ,TRUE,79912,5,3,2886,379900,3000,3518.268555,
14601 Tierra Resort Ave ,TRUE,79938,4,3,2600,525000,2500,4664.545898,
3413 Tierra Lorena Dr ,TRUE,79938,4,4,2618,398950,2500,3616.63916,
914 N Dallas St ,TRUE,79902,3,2,1928,255000,1700,2323.922363,
1776 Sadie Mae Pl ,TRUE,79928,4,2.5,2055,359950,2300,3268.415771,
1105 Summer Breeze Pl ,TRUE,79928,4,3,1672,259900,2135,2416.85791,
1261 Olga Mapula Dr ,TRUE,79936,4,2,2061,299950,1925,2724.610596,
5122 Jerry St ,TRUE,79924,4,2,1374,185000,1450,1711.982788,
1137 Arizona Ave ,TRUE,79902,5,5.5,3699,799950,3520,7072.720703,
11657 Norman Montion Dr ,TRUE,79936,3,2.5,1828,234000,1475,2122.340332,
1777 Urijah Pl ,TRUE,79928,4,2.5,2031,367950,2300,3334.923096,
14809 Ted Banks Ave ,TRUE,79938,4,2,1687,265000,1725,2410.056396,
2077 Charles Horak Pl ,TRUE,79938,3,2,1676,269000,1575,2425.310059,
600 LA Cruz Dr ,TRUE,79902,4,4,2770,420000,3950,3965.636719,
5591 River Run St ,TRUE,79932,4,4,2756,625000,2050,5441.887695,
5041 Copper Ranch Ave ,TRUE,79934,3,2.5,2150,289125,2095,2655.017822,
1821 Polly Harris Dr ,TRUE,79936,3,2,1723,232000,1735,2136.913574,
1214 Stockwell Ln ,TRUE,79902,3,2,1625,300000,2199,2757.90625,
3119 Red Creek Dr ,TRUE,79938,3,2,1611,259950,1755,2371.673584,
521 Randolph Dr ,TRUE,79902,5,4,2960,370000,1900,3303.965576,
733 Rinconada Ln ,TRUE,79922,5,3,3473,699000,1900,6039.081055,
5595 Upper Valley Rd ,TRUE,79932,4,3,3350,850000,1900,7294.407715,
9105 Roanoke Dr ,TRUE,79924,3,2,1629,239950,1900,2222.805176,
3324 Old Spanish Trl ,TRUE,79904,5,3,2620,349900,1875,3133.865967,
1630 Rim Rd ,TRUE,79902,5,3,4990,1450000,3300,12450.45996,
6116 Via Aventura Dr ,TRUE,79912,3,2.5,3030,488500,2750,4391.105957,
5315 Montoya Dr ,TRUE,79932,5,5,5591,1499000,3300,12857.81738,
8656 N Loop Dr ,TRUE,79907,3,4,5491,475000,3300,4344.875,
10893 Duster Dr ,TRUE,79934,3,2.5,1682,229000,1650,2101.773438,
252 Cutlass Dr ,TRUE,79932,5,2.5,1847,270000,2100,2496.623535,
4821 Kiko A Fierro Dr ,TRUE,79938,4,2,1513,225000,1500,2050.519531,
7228 Lady Hawk Ct ,TRUE,79912,3,2.5,1754,259900,2000,2400.657959,
1130 Del Norte St ,TRUE,79915,4,2.5,1828,195000,2400,1909.117065,
8209 Tonto Pl ,TRUE,79904,4,3,2635,359500,1875,3213.674805,
10056 Kenworthy St ,TRUE,79924,4,2,1216,119000,1435,1161.49707,
860 Ascencion St ,TRUE,79928,2,2,1146,120000,1395,1165.010498,
913 Ash Ln ,TRUE,79925,3,3,2189,271600,2285,2532.125,
504 Sharondale Dr ,TRUE,79912,4,3,2895,630000,3000,5597.455078,
3652 Sammy Reece Pl ,TRUE,79938,3,2,2032,265000,1735,2411.256592,
1512 Rocky Bluff Dr ,TRUE,79902,6,4,3371,685000,3520,6117.093262,
113 Lafayette Dr ,TRUE,79915,4,3,3102,315000,1900,2846.727539,
2720 Mike Price Dr ,TRUE,79938,5,3,2691,349950,2145,3166.681641,
3001 Harrison Ave ,TRUE,79930,4,2,1479,237000,1600,2162.280762,
695 Teichelkamp Dr ,TRUE,79928,3,3,2145,258000,2600,2456.862549,
7301 Desierto Rico Ave ,TRUE,79912,4,2.5,1768,299900,2000,2733.194824,
10815 Loma De Amor Ln ,TRUE,79934,3,2,1921,309000,1750,2778.846924,
5869 Kobe Bryant St ,TRUE,79924,4,4,2620,385950,3950,3682.564697,
10355 Bayo Ave ,TRUE,79925,4,2,2939,300000,1900,2722.026123,
512 N Grama St ,TRUE,79903,3,2.5,1516,209000,2199,2001.384888,
10960 Golden Pond Dr ,TRUE,79934,4,2.5,1809,245000,1795,2252.187988,
74 Northwind Dr ,TRUE,79912,4,3,2309,389000,2750,3563.920654,
2201 Tierra Zaria Pl ,TRUE,79938,4,2.5,2293,438950,2195,3912.575928,
5536 Ventana Del Sol Dr ,TRUE,79912,4,3,3426,499888,3520,4578.179199,
6029 Ojo De Agua Dr ,TRUE,79912,5,4,3479,619000,3520,5568.407227,
14024 Sandy Rock Dr ,TRUE,79938,4,2.5,1988,240000,2250,2265.220947,
11277 Cattle Ranch St ,TRUE,79934,4,3,1496,245000,1600,2228.788086,
4761 Debeers Dr ,TRUE,79924,3,1.5,1544,160000,1800,1546.147339,
1711 N Kansas St ,TRUE,79902,4,3,3106,1200000,1900,10204.10449,
11680 Great Abaco Ct ,TRUE,79936,3,2.5,1716,245000,1795,2252.187988,
1784 Sadie Mae Pl ,TRUE,79928,4,2.5,1987,347950,2250,3162.654785,
304 Merced Ct ,TRUE,79932,4,3,2610,449950,2500,4040.623535,
8400 Bowers Ave ,TRUE,79907,4,5,2750,340000,3950,3300.562988,
13745 Paseo Las Nubes Dr ,FALSE,79928,5,2.5,2695,275000,1630,2481.790771,
9000 Sinaloa Ln ,TRUE,79907,4,2,2040,159000,1585,1512.033936,
220 Blacker Ave ,TRUE,79902,4,4,2758,799900,3950,7123.905273,
412 Gallagher St ,TRUE,79915,4,3,2268,259000,2150,2411.176025,
6332 El Risco St ,TRUE,79912,5,4,3144,534950,1900,4675.26416,
5905 Pompano Ave ,TRUE,79924,3,2,1014,179000,1175,1629.102295,
14576 Desierto Lindo Ave ,FALSE,79928,3,2,1113,184500,1795,1749.226074,
2205 Tremont Ave ,TRUE,79930,4,2,1657,229950,1590,2102.471191,
12129 Silver Crown Rd ,TRUE,79928,4,2.5,2649,339950,1630,3021.747314,
1786 Sadie Mae Pl ,TRUE,79928,4,2.5,2023,354950,2300,3226.848633,
4808 Titanic Ave ,TRUE,79904,4,2.5,2049,399999,1585,3515.560059,
12140 Mesquite Thorn Dr ,TRUE,79934,4,2,1520,244000,1600,2220.474609,
2028 Desert Sun Dr ,TRUE,79938,3,2.5,2305,274800,1835,2504.728027,
14180 Honey Point Dr ,TRUE,79938,4,2.5,1864,249950,1850,2299.939453,
7412 Rio Rimac ,TRUE,79934,4,2.5,2501,334950,2600,3096.580322,
1419 Monte Negro Dr ,TRUE,79935,5,2,2300,299999,2135,2750.217773,
6292 Los Bancos Dr ,TRUE,79912,4,3,2781,470000,2500,4207.307617,
2259 Nancy McDonald Dr ,TRUE,79936,4,3,1778,279000,1675,2520.444336,
6317 Camino Pinon Pl ,TRUE,79932,5,5,5713,1475000,3300,12658.2959,
3501 N Stanton St ,TRUE,79902,3,2,2042,465000,1585,4055.940674,
12102 Frank Cordova Cir ,TRUE,79936,3,2.5,2248,329000,2100,2987.115479,
3280 Vogue Dr ,TRUE,79935,4,3,2134,289999,1900,2638.883789,
6321 Franklin Crest Dr ,TRUE,79912,3,2.5,3411,575000,2200,5044.216797,
1905 William Caples St ,TRUE,79938,4,2,1704,267500,1895,2451.23999,
51050 Desert Sunflower Ave ,TRUE,79934,4,2.5,2142,312950,2095,2853.084961,
716 Desert Ash Dr ,TRUE,79928,4,2.5,2034,255000,2300,2395.922363,
14400 Simpson Rd ,TRUE,79938,3,2,1382,368000,1650,3257.338867,
1460 Backus St ,TRUE,79925,5,3,2611,435000,3730,4063.937988,
3813 Tierra Zafiro Dr ,TRUE,79938,3,2,1350,170000,1350,1575.281494,
14832 Ted Banks Ave ,TRUE,79938,3,2,1537,230000,1725,2119.08667,
7309 Norte Grande ,TRUE,79934,4,2,1550,269950,1580,2433.807861,
1115 Los Jardines Cir ,TRUE,79912,4,3,3027,599000,1900,5207.73877,
845 Lakeway Dr ,TRUE,79932,4,4,3405,639000,3100,5684.275879,
13453 Highworth ,TRUE,79928,3,3,1854,344950,1895,3095.114502,
6525 Loma De Cristo Dr ,TRUE,79912,4,4,3885,690000,3300,6132.260254,
14920 Tierra Isaiah Ave ,TRUE,79938,4,2,1529,244950,1775,2249.372314,
1048 Miss Bev Ave ,TRUE,79932,3,2.5,2084,399000,1800,3533.054932,
12360 Tierra Plata Dr ,TRUE,79938,4,3,2370,289000,2600,2714.578613,
12520 Blazing Star Dr ,TRUE,79928,4,2,2210,296000,2135,2716.972412,
12368 Stansbury Dr ,TRUE,79928,4,5,3373,610000,3100,5443.186523,
14584 John McNeely Ave ,TRUE,79938,4,3,1825,350950,1795,3132.994873,
724 Kapriz Ave ,TRUE,79932,4,3.5,2844,420000,2050,3737.636719,
208 Viking Dr ,TRUE,79912,4,2,2080,290000,1695,2614.291992,
504 Moondale Dr ,TRUE,79912,4,3,2684,498000,2450,4434.083496,
1947 Estrada Dr ,TRUE,79936,3,1.5,1056,155000,1400,1456.5802,
5733 Burning Tree Dr ,TRUE,79912,4,3,2473,319900,3400,3067.463379,
6648 Contessa Rdg ,TRUE,79912,4,3.5,3132,699000,1900,6039.081055,
7305 Enchanted Point Dr ,TRUE,79911,4,3,2552,497950,3200,4523.667969,
12469 Sombra Grande Dr ,TRUE,79938,4,2,1288,199950,1425,1833.268433,
8712 Marble Dr ,TRUE,79904,4,3,1465,210000,1350,1907.818359,
5836 Mira Serena Dr ,TRUE,79912,3,3,2061,350000,3000,3269.697266,
14940 Tierra Eliana Ave ,TRUE,79938,4,2,1504,259450,1520,2339.316895,
4416 Loma De Brisas Dr ,TRUE,79934,3,2,1622,255000,1900,2347.922363,
6517 Isla Del Rey Dr ,TRUE,79912,4,3,3760,619000,3300,5542.007324,
14240 Earl Chokiski Ave ,TRUE,79938,4,2.5,2004,280000,2000,2567.757813,
12777 Col Charles Branson Dr ,TRUE,79938,4,2,1309,211950,1450,1936.029541,
165 Vin Zamora Ln ,TRUE,79912,3,3,2417,535000,2300,4723.680176,
14904 Jack White Ave ,TRUE,79938,4,2.5,1780,295000,1595,2643.859131,
1780 Sadie Mae Pl ,TRUE,79928,4,2.5,1987,347950,2250,3162.654785,
14017 Volcanic Rock Dr ,TRUE,79938,3,2,1590,220000,1850,2050.952637,
4011 Las Vegas Dr ,TRUE,79902,4,3,2810,735000,1875,6335.364258,
6340 LA Posta Dr ,TRUE,79912,5,3,3384,599900,3520,5409.621094,
4725 Excalibur Dr ,TRUE,79902,5,6,4629,849950,3300,7461.991699,
6144 Patricia Elena Pl ,TRUE,79932,4,3,2610,449950,2500,4040.623535,
12624 Zollinger Ave ,TRUE,79938,4,2.5,1873,294950,2600,2764.043457,
14620 Tierra Resort Ave ,TRUE,79938,5,3,2460,460000,2600,4136.17334,
333 Rio Del Rancho Ct ,TRUE,79932,4,3,1967,499000,1750,4358.396973,
5009 Cedar Sands Ln ,TRUE,79924,3,2,1780,226000,2200,2142.833008,
1605 Plaza Central Ln ,TRUE,79912,3,2,1286,239000,1325,2145.907471,
339 Medina St ,TRUE,79905,7,3,2590,229950,1875,2136.671143,
13369 Emerald Pearl Dr ,TRUE,79928,4,2.5,2277,426950,1995,3788.814941,
3413 Tierra Cecil Pl ,TRUE,79938,4,3,2431,325000,2600,3013.861816,
51046 Desert Sunflower Ave ,TRUE,79934,4,2,1723,277950,1735,2518.915283,
1701 Bull Ring St ,TRUE,79928,4,3,1914,343950,1750,3069.401123,
108 Calle Corrales ,TRUE,79912,9,6.5,7595,1989800,3300,16938.04492,
2595 Chapel Run Pl ,TRUE,79936,3,2,1294,199000,1519,1836.650757,
11466 Joe Watson Ct ,TRUE,79936,3,2.5,1796,219990,1795,2044.269409,
7488 Norte Chile ,TRUE,79934,4,2.5,1850,289950,1670,2610.876221,
11485 Ed Merrins Dr ,TRUE,79936,2,1,976,170000,1200,1557.281494,
10405 Sugarberry Dr ,TRUE,79925,3,2,1459,205000,1600,1896.251221,
5748 Mira Grande Dr ,TRUE,79912,4,4,2254,498950,3950,4621.981445,
12268 Rancho Dr ,TRUE,79936,4,3.5,3843,665000,3000,5888.424805,
704 McKelligon Dr ,TRUE,79902,5,3,3526,598500,3520,5397.982422,
6963 Canyon Ridge Way ,TRUE,79912,4,3,2069,365000,3000,3394.398438,
12636 Paseo Rosannie Ave ,TRUE,79928,4,2.5,2199,280000,1995,2567.157715,
748 Lomita Dr ,TRUE,79907,4,2,2300,250000,2135,2334.555176,
10372 Thor St ,TRUE,79924,4,1.5,1690,167181,1590,1580.645996,
1713 Karl Wyler Dr ,TRUE,79936,3,3,1101,135000,1350,1284.311768,
1003 E Rio Grande Ave ,TRUE,79902,5,5,4349,498998,3300,4544.380371,
2016 Paseo Del Prado Dr ,TRUE,79936,4,4,3170,599900,2250,5257.221191,
11820 Auburn Sands Dr ,TRUE,79934,3,2,1188,197000,1425,1808.743896,
1236 LA Cruz Dr ,TRUE,79902,4,3,3051,499900,1900,4383.878906,
5800 Tarpon Dr ,TRUE,79924,3,1.5,1240,179900,1335,1655.784424,
13978 Vaquero Rock Dr ,TRUE,79938,3,2,1590,209000,1850,1959.504883,
6445 Pinolo Way ,TRUE,79932,4,2.5,3092,468500,2200,4158.837402,
7423 Sidewinder Bend Dr ,TRUE,79911,4,2.5,2157,465900,1775,4086.222656,
420 Duran Pl ,TRUE,79915,3,1,1737,89000,2000,979.8944092,
14273 Bailee Point Ln ,TRUE,79938,4,2,1470,220000,1585,2019.152588,
12404 Tierra Maria Ct ,TRUE,79938,3,2,1337,185000,1700,1741.982788,
13452 Emerald Crystal Dr ,TRUE,79928,4,3,2427,414000,2295,3717.15625,
349 Maricela Dr ,TRUE,79915,3,2,1248,180000,1325,1655.415771,
3908 Hercules Ave ,TRUE,79904,3,2,1216,162000,1600,1538.77417,
51122 Sand Verbena Ave ,TRUE,79934,4,3,1879,341950,1750,3052.77417,
51053 Fox Ave ,TRUE,79934,4,2,1723,274950,1735,2493.975098,
200 Saul Ct ,TRUE,79927,5,2.5,3181,295000,2200,2716.458984,
13705 Olney Ave ,TRUE,79928,3,2,1497,230000,1675,2113.08667,
14945 Pebble Hills Blvd ,TRUE,79938,3,2,1302,229470,1450,2081.680664,
4813 Flower Dr ,TRUE,79905,3,1.5,900,144900,1095,1336.014648,
805 Villa Flores Dr ,TRUE,79912,6,3.5,2476,350000,2400,3197.697266,
11337 Santiago Roque Dr ,TRUE,79934,5,2.5,2285,297000,2100,2721.085938,
14585 John McNeely Ave ,TRUE,79938,4,3,1866,361950,1850,3231.04248,
5348 Ignacio Frias Dr ,TRUE,79934,4,2.5,2419,319000,2600,2963.981201,
14817 Willie Worsley Ave ,TRUE,79938,3,2,1339,220000,1700,2032.952515,
5305 Anchorage Ave ,TRUE,79924,4,2,2095,184500,1695,1737.226074,
13376 Emerald Glass Dr ,TRUE,79928,4,3,2135,328790,2600,3045.369629,
1470 Gene Torres Dr ,TRUE,79936,4,2,1963,199999,1695,1866.075806,
4929 Pikes Peak Dr ,TRUE,79904,3,3,1161,153000,1350,1433.953369,
1778 Sadie Mae Pl ,TRUE,79928,4,2.5,2023,354950,2300,3226.848633,
1609 Camino Alto Rd ,TRUE,79902,4,3.5,7139,3400000,3300,28661.63086,
11459 Napolske Ct ,TRUE,79936,3,2.5,1550,225000,1575,2059.519531,
4560 Brighton Ln ,TRUE,79902,3,3,2149,340000,1875,3051.562988,
209 Smith Rd ,TRUE,79907,4,3,4204,650000,3300,5799.723633,
226 Buena Vista St ,TRUE,79905,3,2,1816,268450,2450,2525.737793,
6229 LA Posta Dr ,TRUE,79912,5,3,3394,540000,3520,4911.646973,
343 Crimson Cloud Ln ,TRUE,79912,4,5,3412,695000,3520,6200.227539,
10928 Tom Weiskopf Dr ,TRUE,79936,3,2,1405,245000,1625,2231.788086,
6985 Granero Dr ,TRUE,79912,4,3,2998,299900,1900,2721.194824,
509 Leslie Ward Ct ,TRUE,79922,4,3,2866,494945,3000,4474.686035,
6608 Paseo Redondo Ave ,TRUE,79912,4,4,2494,329995,3950,3217.387207,
832 Agua Caliente Dr ,TRUE,79912,3,2,1766,324500,2000,2937.705078,
4804 Portsmouth Blvd ,TRUE,79922,4,4,2892,629000,3000,5589.141602,
761 Cedarwood Ave ,TRUE,79928,4,2,2000,305000,2250,2805.593262,
6414 Cadence River Dr ,TRUE,79932,4,4.5,3795,1275000,3300,10995.61133,
5437 Doug Allan Ln ,TRUE,79932,4,3.5,2979,495000,3100,4487.143066,
Christine ,TRUE,79938,2,1,1000,94500,1200,929.6182251,
12004 Prairie Ridge St ,TRUE,79934,4,2,1976,210000,2250,2015.818359,
380 Borrett St ,TRUE,79907,3,3,3157,664950,1900,5756.009277,
10709 Deion Sanders Dr ,TRUE,79924,4,2,1800,318950,1995,2890.965576,
11149 Loma Escondida Dr ,TRUE,79934,3,2,1359,215000,1835,2007.585449,
3526 Lincoln Ave ,TRUE,79930,4,2,2121,234950,1875,2178.238281,
621 E Hague Rd ,TRUE,79902,4,4,3527,1100000,3520,9567.163086,
3864 Loma Brisa Dr ,TRUE,79938,4,2,1299,227000,1450,2061.146484,
446 El Camino Dr ,TRUE,79912,4,2,1999,198999,1950,1888.362427,
4745 Loma De Plata Dr ,TRUE,79934,4,2,1310,219000,1450,1994.63916,
2386 Enchanted Knoll Ln ,TRUE,79911,5,3.5,2640,449950,3730,4188.223633,
2820 Devils Tower Cir ,TRUE,79904,3,2,1885,299900,2450,2787.194824,
3103 Mobile Ave ,TRUE,79930,4,2,1762,195000,1400,1789.117065,
6628 Mariposa Dr ,TRUE,79912,4,2,2191,349000,2135,3157.58374,
3304 Poquita Ct ,TRUE,79904,4,5,3965,450000,3300,4137.039063,
836 Liston Pl ,TRUE,79928,3,2,1400,185000,1625,1732.982788,
